EFG_PCT,FTA_RATE,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,FGA_FREQUENCY,FG2A_FREQUENCY,FG3A_FREQUENCY,OFF_RATING,NET_RATING,AST_PCT,TS_PCT,PACE,PIE,CONTESTED_SHOTS_PER100,CONTESTED_SHOTS_3PT_PER100,DEFLECTIONS_PER100,CHARGES_DRAWN_PER100,DEF_BOXOUTS_PER100,DEF_LOOSE_BALLS_RECOVERED_PER100,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT
0.5418000000000001,0.257,0.2932,0.5518000000000001,0.2586,0.1404,0.299,1.0,0.5706,0.4294,113.58,-2.58,0.6952,0.578,102.906,0.4926,41.56850302276346,16.59229363881155,16.349335176279656,0.35941003332213367,5.637266732806994,2.290522616052787,17.16,14.34,15.8,50.44,17.8,15.24,15.08,49.86
0.5258333333333334,0.27133333333333337,0.3011666666666667,0.555,0.28,0.141,0.32183333333333336,1.0,0.5951666666666666,0.4048333333333333,110.81666666666666,-7.116666666666666,0.6188333333333333,0.5631666666666667,100.73166666666667,0.459,39.70788282601058,14.921791533056137,16.553268840826405,0.36573183130034304,4.488134862664148,2.022394789772477,16.633333333333333,14.683333333333334,13.966666666666667,47.75,18.816666666666666,15.833333333333332,15.766666666666667,52.766666666666666
0.548,0.257,0.3139,0.5382,0.2778,0.1519,0.313,1.0,0.5761,0.4239,116.04,2.450000000000001,0.6287,0.5838,99.293,0.5097,40.49742302687199,15.43919138411778,19.085631173075008,0.29818464999877825,4.998964783210794,2.641797163284512,19.0,15.48,15.07,47.839999999999996,17.73,14.97,14.99,46.72
0.566,0.27,0.253,0.512,0.27,0.174,0.304,1.0,0.56,0.44,118.3,13.100000000000001,0.585,0.606,101.41,0.576,45.09417217236959,18.489300857903558,22.029385662163495,0.47332610196233116,5.423528251651711,2.4455181934720445,23.4,13.0,13.9,51.3,14.7,13.8,11.1,39.2
0.5515,0.290125,0.31875,0.541125,0.256,0.13675,0.29475,1.0,0.6014999999999999,0.3985,116.6875,2.4375000000000004,0.617625,0.589625,99.92125,0.515,40.70033071719096,15.040185170061093,15.932559984468224,0.3337569172526432,4.489699592751214,2.372423571308587,16.8625,15.2625,15.0875,51.0125,17.5625,14.2875,14.75,50.5375
